NAME,LINK,DESCRIPTION,ChatGPT_RQ1,Priority,Final_Result,Rationale
Statestore should garbage collect hung connections,https://issues.apache.org/jira/browse/IMPALA-1726,"If a node is truly hung, the statestore may apparently wait forever to receive the heartbeat response. We need to check the TCP timeouts on the connections from the statestore to the subscriber. 

Since the operating system can also interfere, we should periodically visit all heartbeat threads and see how long they've been in the heartbeat RPC for. I think we can forcibly close the socket in a GC thread if it's taken too long. The next time round should hit the TCP cnxn timeout (or be refused), and the subscriber should be marked as dead.","B: If a node is truly hung, the statestore may apparently wait forever to receive the heartbeat response.

B: Check the TCP timeouts on the connections from the statestore to the subscriber.

B: Periodically visit all heartbeat threads and see how long they've been in the heartbeat RPC for.

B: Forcibly close the socket in a GC thread if it has been in the heartbeat RPC for too long.

B: Ensure that the next time round hits the TCP connection timeout (or is refused) and mark the subscriber as dead.",Critical,FALSE,Over-decomposition
Yarn NodeManager OOM Listener Fails Compilation on Ubuntu 18.04,https://issues.apache.org/jira/browse/YARN-8498,"While building this project, I ran into a few compilation errors here. The first one was in this file: 

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/impl/oom_listener_main.c 

At the very end, during the compilation of the OOM test, it fails again: 
hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc 

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:256:7: error: ¡®__WAIT_STATUS¡¯ was not declared in this scope 
__WAIT_STATUS mem_hog_status = {}; 

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:257:30: error: ¡®mem_hog_status¡¯ was not declared in this scope 
__pid_t exited0 = wait(mem_hog_status); 

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:275:21: error: expected ¡®;¡¯ before ¡®oom_listener_status¡¯ 
__WAIT_STATUS oom_listener_status = {}; 

hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc:276:30: error: ¡®oom_listener_status¡¯ was not declared in this scope 
__pid_t exited1 = wait(oom_listener_status);","B: Compilation error in the file hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/impl/oom_listener_main.c. 

B: Compilation error in the file hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc at line 256: error: ' __WAIT_STATUS' was not declared in this scope.

B: Compilation error in the file hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc at line 257: error: 'mem_hog_status' was not declared in this scope.

B: Compilation error in the file hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc at line 275: error: expected ';' before 'oom_listener_status'.

B: Compilation error in the file hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/native/oom-listener/test/oom_listener_test_main.cc at line 276: error: 'oom_listener_status' was not declared in this scope.",Blocker,FALSE,Over-analysis
Performance of DirectColorModel RGB bitmap images,https://issues.apache.org/jira/browse/XGC-71,When RGB bitmaps are used there can be performance improvements made to mitigate some of the impact.,"B: When RGB bitmaps are used, there can be performance improvements made.  
B: Mitigate some of the impact caused by using RGB bitmaps.",-,FALSE,Over-decomposition
activemq-client tests are failing with JDK17+,https://issues.apache.org/jira/browse/AMQ-9341,"activemq-client module doesn't build due to test failure: 

Caused by: java.net.BindException: Can't assign requested address 
at java.base/sun.nio.ch.Net.connect0(Native Method) 
at java.base/sun.nio.ch.Net.connect(Net.java:579) 
at java.base/sun.nio.ch.Net.connect(Net.java:568) 
at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:593) 
at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327) 
at java.base/java.net.Socket.connect(Socket.java:633) 
at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304) 
at org.apache.activemq.transport.tcp.TcpTransport.connect(TcpTransport.java:525)","B: activemq-client module doesn't build due to test failure.  
B: java.net.BindException: Can't assign requested address.  
B: Failure occurs at java.base/sun.nio.ch.Net.connect0(Native Method).  
B: Failure occurs at java.base/sun.nio.ch.Net.connect(Net.java:579).  
B: Failure occurs at java.base/sun.nio.ch.Net.connect(Net.java:568).  
B: Failure occurs at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:593).  
B: Failure occurs at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327).  
B: Failure occurs at java.base/java.net.Socket.connect(Socket.java:633).  
B: Failure occurs at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304).  
B: Failure occurs at org.apache.activemq.transport.tcp.TcpTransport.connect(TcpTransport.java:525).",Major,FALSE,Over-analysis
Python DataFrame CSV load on large file is writing to console in Ipython,https://issues.apache.org/jira/browse/SPARK-14103,"I am using the spark from the master branch and when I run the following command on a large tab separated file then I get the contents of the file being written to the stderr

df = sqlContext.read.load(""temp.txt"", format=""csv"", header=""false"", inferSchema=""true"", delimiter=""\t"")
Here is a sample of output:

^M[Stage 1:> (0 + 2) / 2]16/03/23 14:01:02 ERROR Executor: Exception in task 1.0 in stage 1.0 (TID 2)
com.univocity.parsers.common.TextParsingException: Error processing input: Length of parsed input (1000001) exceeds the maximum number of characters defined in your parser settings (1000000). Identified line separator characters in the parsed content. This may be the cause of the error. The line separator in your parser settings is set to '\n'. Parsed content:
Privacy-shake"",: a haptic interface for managing privacy settings in mobile location sharing applications privacy shake a haptic interface for managing privacy settings in mobile location sharing applications 2010 2010/09/07 international conference on human computer interaction interact 43331058 19371[\n] 3D4F6CA1 Between the Profiles: Another such Bias. Technology Acceptance Studies on Social Network Services between the profiles another such bias technology acceptance studies on social network services 2015 2015/08/02 10.1007/978-3-319-21383-5_12 international conference on human-computer interaction interact 43331058 19502[\n]

.......

.........

web snippets 2008 2008/05/04 10.1007/978-3-642-01344-7_13 international conference on web information systems and technologies webist 44F29802 19489
06FA3FFA Interactive 3D User Interfaces for Neuroanatomy Exploration interactive 3d user interfaces for neuroanatomy exploration 2009 internationa]
at com.univocity.parsers.common.AbstractParser.handleException(AbstractParser.java:241)
at com.univocity.parsers.common.AbstractParser.parseNext(AbstractParser.java:356)
at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.next(CSVParser.scala:137)
at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.next(CSVParser.scala:120)
at scala.collection.Iterator$class.foreach(Iterator.scala:742)
at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.foreach(CSVParser.scala:120)
at scala.collection.TraversableOnce$class.foldLeft(TraversableOnce.scala:155)
at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.foldLeft(CSVParser.scala:120)
at scala.collection.TraversableOnce$class.aggregate(TraversableOnce.scala:212)
at org.apache.spark.sql.execution.datasources.csv.BulkCsvReader.aggregate(CSVParser.scala:120)
at org.apache.spark.rdd.RDD$$anonfun$aggregate$1$$anonfun$22.apply(RDD.scala:1058)
at org.apache.spark.rdd.RDD$$anonfun$aggregate$1$$anonfun$22.apply(RDD.scala:1058)
at org.apache.spark.SparkContext$$anonfun$35.apply(SparkContext.scala:1827)
at org.apache.spark.SparkContext$$anonfun$35.apply(SparkContext.scala:1827)
at org.apache.spark.scheduler.ResultTask.runTask(ResultTask.scala:69)
at org.apache.spark.scheduler.Task.run(Task.scala:82)
at org.apache.spark.executor.Executor$TaskRunner.run(Executor.scala:231)
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.ArrayIndexOutOfBoundsException
16/03/23 14:01:03 ERROR TaskSetManager: Task 0 in stage 1.0 failed 1 times; aborting job
^M[Stage 1:> (0 + 1) / 2]


For a small sample (<10,000 lines) of the data, I am not getting any error. But as soon as I go above more than 100,000 samples, I start getting the error.

I don't think the spark platform should output the actual data to stderr ever as it decreases the readability.","B: When using Spark to read a large tab-separated file, the contents of the file are being written to stderr instead of being processed correctly.

B: An error occurs when processing a large tab-separated file, indicating that the length of the parsed input exceeds the maximum number of characters defined in the parser settings.

B: The line separator in the parser settings is set to '\n', which may be causing issues when processing long lines of data in the tab-separated file.

B: The Spark job fails with an ArrayIndexOutOfBoundsException when processing a large tab-separated file, specifically when the number of lines exceeds 100,000.

B: The Spark platform outputs the actual data to stderr during error handling, which decreases readability and should not happen.",Major,FALSE,Over-analysis
Missing menu items,https://issues.apache.org/jira/browse/ASFSITE-27,"The redesign has lost several links from the navigation: 

Privacy Page 
Incubator 
Memorials 
Conferences","B: The redesign has lost the link to the Privacy Page from the navigation.  
B: The redesign has lost the link to the Incubator from the navigation.  
B: The redesign has lost the link to the Memorials from the navigation.  
B: The redesign has lost the link to the Conferences from the navigation.",Major,TRUE,
Site-to-Site Transit URI is inconsistent,https://issues.apache.org/jira/browse/NIFI-2028,"Site-to-Site client and server create provenance event at both end, and those have Transit URI in it to record how flow files are transferred. However, the URI formats are inconsistent among RAW vs HTTP. 

Test result as follows: 

These port numbers are configurable in nifi.properties 
3080: Web API port (nifi.web.http.port) 
3081: Site-to-Site RAW Socket port (nifi.remote.input.socket.port) 
Before Fix 

PUSH - RAW 

Client - SEND: nifi://localhost:3081/flow-file-uuid 
Server - RECEIVE: nifi://localhost:3081/flow-file-uuid 
PULL - RAW 

Client - RECEIVE: nifi://localhost:3081flow-file-uuid 
Server - SEND: nifi://localhost:3081/flow-file-uuid 
PUSH - HTTP 

Client - SEND: http://127.0.0.1:3080/nifi-api/flow-file-uuid 
Server - RECEIVE: nifi://127.0.0.1:57390 
PULL - HTTP 

Client - RECEIVE: http://127.0.0.1:3080/flow-file-uuid 
Server - SEND: nifi://127.0.0.1:57673 
Issues 

PULL - RAW, Client - RECEIVE: lacks '/' in between port and flow-file uuid 
RAW uses server's host and port on both end (by transit url prefix), HTTP should follow this rule 
HTTP transit uri looks like REST endpoint but it is not a real endpoint. It should be an actual endpoint URI 
RAW uses hostname, while HTTP uses IP address 
After Fix 

PUSH - RAW 

Client - SEND: nifi://localhost:3081/flow-file-uuid 
Server - RECEIVE: nifi://localhost:3081/flow-file-uuid 
PULL - RAW 

Client - RECEIVE: nifi://localhost:3081/flow-file-uuid 
Server - SEND: nifi://localhost:3081/flow-file-uuid 
PUSH - HTTP 

Client - SEND: http://localhost:3080/nifi-api/data-transfer/input-ports/$port-id/transactions/$tx-id/flow-files 
Server - RECEIVE: http://localhost:3080/nifi-api/data-transfer/input-ports/$port-id/transactions/$tx-id/flow-files 
PULL - HTTP 

Client - RECEIVE: http://localhost:3080/nifi-api/data-transfer/output-ports/$port-id/transactions/$tx-id/flow-files 
Server - SEND: http://localhost:3080/nifi-api/data-transfer/output-ports/$port-id/transactions/$tx-id/flow-files","B: PULL - RAW, Client - RECEIVE: lacks '/' in between port and flow-file uuid.  
B: RAW uses server's host and port on both ends (by transit url prefix); HTTP should follow this rule.  
B: HTTP transit URI looks like a REST endpoint but it is not a real endpoint; it should be an actual endpoint URI.  
B: RAW uses hostname, while HTTP uses IP address.  
B: PUSH - HTTP transit URI should be consistent with the format used in RAW (use server's host and port).  
B: PULL - HTTP transit URI should be consistent with the format used in RAW (use server's host and port).",Major,FALSE,Over-decomposition
compat with pandas 0.20.0,https://issues.apache.org/jira/browse/ARROW-879,pandas changes the location of an import for ``DatetimeTZDtype``: http://pandas-docs.github.io/pandas-docs-travis/whatsnew.html#reorganization-of-the-library-privacy-changes,"B: pandas changes the location of an import for ``DatetimeTZDtype``.  
B: The documentation link provided needs to be updated to reflect the changes made in pandas.  
B: The reorganization of the library's privacy changes should be reviewed for potential impacts on existing code.",Blocker,FALSE,Over-decomposition
Unexpected subelement Name,https://issues.apache.org/jira/browse/AXIS2-1747,"When the generated stub processes response, it expects the nodes come in a specific order. If the order is different, exception is thrown. 

The code is in parse() methods of different result processing factory. 

For example, the code: 
/// process the ""first"" element ""IsPrivacyChanged"" 
if (reader.isStartElement() 
... 
""IsPrivacyChanged"").equals(reader.getName())) { 
read the value 
}else 
{ 
throw exception 
} 

///now it processes 2nd element. 
if (reader.isStartElement() 
... 
""Name"").equals(reader.getName())) { 
read the value 
}else 
{ 
throw exception 
} 

If ""Name"" came in before ""IsPrivacyChanged"", exception is thrown. 

A loop should be used, and any elements can appear in any order.","B: When the generated stub processes response, it expects the nodes to come in a specific order. If the order is different, an exception is thrown.

B: The exception is thrown in the parse() methods of different result processing factories when the nodes are not in the expected order.

B: The code processing the ""first"" element ""IsPrivacyChanged"" throws an exception if it does not find the element in the expected order.

B: The code processing the ""second"" element ""Name"" throws an exception if it does not find the element in the expected order.

B: A loop should be implemented to allow any elements to appear in any order without throwing an exception.",Major,FALSE,Over-analysis
query fails when calcite parse sql,https://issues.apache.org/jira/browse/KYLIN-1539,"There are two cases of query failure when calcite parses sql. However, both are solved by the same solution, just restarting kylin server.","B: There is a query failure case when calcite parses SQL.  

B: There is a second query failure case when calcite parses SQL.  

B: Both query failures can be resolved by restarting the Kylin server.",Major,FALSE,Incorrect Interpretation of Solutions
System views design leads to bad user expirience.,https://issues.apache.org/jira/browse/IGNITE-12921,"Current implementation of system views has broken system behavior which is related with querying system views. 

Before 2.8 system views were available via SQL queries (if indexing is enabled). It did not depend on any configuration. 

After implementation of IGNITE-12145 system views available only if SqlViewExporterSpi is passed to IgniteConfiguration.setSystemViewExporterSpi(). Now, if an user configures some SystemViewExporterSpi then provided user configuration will rewrite default configuration and SqlViewExporterSpi won't be initialized. As result it is impossible to query system views and any query to the views fails with exception. This behavior is not obvious for the user. See tests below. 

The second problem is kind of design problem. System view is internal part of the system and should be available regardless of any exporter configuration (at least via SQL) such as it was implemented before 2.8 release. 

My suggestion is the following: we should remove SqlViewExporterSpi and configure all views on indexing module initialization. SqlViewExporterSPI also doesn't make sense because: 

it operates by some internal API (SchemaManager, GridKernalContext, IgniteH2Indexing). 
it doesn't allow to end user to add any new system view. 
Only thing that could be useful is a filtering. But it could be done with SQL. 

Reproducer of broken behavior: 

package org.apache.ignite.internal.processors.cache.metric; 

import org.apache.ignite.cache.query.SqlFieldsQuery; 
import org.apache.ignite.cluster.ClusterState; 
import org.apache.ignite.configuration.DataRegionConfiguration; 
import org.apache.ignite.configuration.DataStorageConfiguration; 
import org.apache.ignite.configuration.IgniteConfiguration; 
import org.apache.ignite.internal.IgniteEx; 
import org.apache.ignite.spi.systemview.jmx.JmxSystemViewExporterSpi; 
import org.apache.ignite.testframework.junits.common.GridCommonAbstractTest; 
import org.junit.Test; 

import java.util.HashSet; 
import java.util.List; 
import java.util.Set; 

import static java.util.Arrays.asList; 
import static org.apache.ignite.internal.processors.cache.index.AbstractSchemaSelfTest.queryProcessor; 

public class SystemViewTest extends GridCommonAbstractTest { 

private static boolean useDefaultSpi; 

/** {@inheritDoc} */ 
@Override protected IgniteConfiguration getConfiguration(String igniteInstanceName) throws Exception { 
IgniteConfiguration cfg = super.getConfiguration(igniteInstanceName); 

cfg.setConsistentId(igniteInstanceName); 

cfg.setDataStorageConfiguration(new DataStorageConfiguration() 
.setDataRegionConfigurations( 
new DataRegionConfiguration().setName(""in-memory"").setMaxSize(100L * 1024 * 1024)) 
.setDefaultDataRegionConfiguration( 
new DataRegionConfiguration() 
.setPersistenceEnabled(true))); 

if (!useDefaultSpi) { 
// Configure user provided system view exporter SPI. 
cfg.setSystemViewExporterSpi(new JmxSystemViewExporterSpi()); 
} 

return cfg; 
} 

/** 
* Will executed succefully. 
*/ 
@Test 
public void testSystemViewWithDefaultSpi() throws Exception { 
useDefaultSpi = true; 

doTestSystemView(); 
} 

/** 
* Will fail with <code>Table ""VIEWS"" not found</code>. 
*/ 
@Test 
public void testSystemViewWithCustomSpi() throws Exception { 
useDefaultSpi = false; 

doTestSystemView(); 
} 

private void doTestSystemView() throws Exception { 
try (IgniteEx ignite = startGrid()) { 
ignite.cluster().state(ClusterState.ACTIVE); 

Set<String> cacheNames = new HashSet<>(asList(""cache-1"", ""cache-2"")); 

for (String name : cacheNames) 
ignite.getOrCreateCache(name); 

SqlFieldsQuery qry = new SqlFieldsQuery(""SELECT * FROM SYS.VIEWS""); 

List<List<?>> res = queryProcessor(ignite).querySqlFields(qry, true).getAll(); 

res.forEach(item -> log.info(""VIEW FOUND: "" + item)); 
} 
} 

}","B: Current implementation of system views has broken system behavior related to querying system views.

B: System views were available via SQL queries before version 2.8 without any configuration dependency.

B: After the implementation of IGNITE-12145, system views are only available if SqlViewExporterSpi is passed to IgniteConfiguration.setSystemViewExporterSpi().

B: If a user configures a SystemViewExporterSpi, it rewrites the default configuration and prevents SqlViewExporterSpi from being initialized.

B: As a result of the above issue, it is impossible to query system views, and any query to these views fails with an exception.

B: The current behavior regarding system views is not obvious to the user.

B: System views should be available regardless of any exporter configuration, at least via SQL, similar to the behavior before the 2.8 release.

B: There is a design problem where SqlViewExporterSpi should be removed, and all views should be configured on indexing module initialization.

B: SqlViewExporterSpi operates by some internal API (SchemaManager, GridKernalContext, IgniteH2Indexing) and does not allow the end user to add any new system view.

B: Filtering could be done with SQL instead of using SqlViewExporterSpi.

B: The provided code snippet demonstrates the reproducer of the broken behavior in querying system views.",Critical,FALSE,Over-decomposition
